,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,CODE
3020,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,15567,1882,1,1,0,Laborers,4.0,12,0.0,F-15567103500.0Working
3021,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,11863,96,1,0,0,No job,4.0,25,0.0,F-1186390000.0Working
3022,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,11206,716,0,1,0,Cooking staff,3.0,19,2.0,F-11206157500.0Working
3023,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,16896,248,0,0,0,Laborers,2.0,59,1.0,M-16896270000.0Working
3024,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21034,0,0,0,0,No job,2.0,16,2.0,F-21034135000.0Pensioner
3025,F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,22334,14810,0,0,0,Medicine staff,2.0,41,2.0,F-22334315000.0Working
3026,M,Y,N,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,19378,858,1,1,0,Laborers,2.0,19,2.0,M-19378234000.0Working
3027,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,12071,721,0,0,0,No job,3.0,30,2.0,F-12071135000.0Working
3028,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,12677,5587,0,0,0,Medicine staff,2.0,21,2.0,F-12677306000.0State servant
3029,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19171,7804,1,0,0,Laborers,2.0,46,1.0,M-19171135000.0Working
3030,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,19629,1897,1,1,0,Core staff,1.0,19,2.0,F-19629180000.0Working
3031,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,15556,1327,0,0,0,Drivers,3.0,60,0.0,M-15556360000.0Working
3032,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11053,1626,0,0,0,Laborers,2.0,14,2.0,M-11053157500.0Working
3033,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,16856,1262,1,1,0,Laborers,2.0,33,1.0,F-16856157500.0Commercial associate
3034,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,16098,1868,1,1,0,Managers,1.0,43,2.0,F-16098112500.0Working
3035,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14477,293,1,1,0,Drivers,4.0,50,1.0,M-14477270000.0Working
3036,F,N,N,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,15626,422,0,0,0,No job,3.0,41,0.0,F-1562699000.0Working
3037,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,22022,12949,0,0,0,Core staff,1.0,6,2.0,F-22022315000.0Working
3038,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,13767,1882,0,0,0,Sales staff,3.0,54,1.0,F-13767180000.0Working
3039,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11498,4491,0,0,0,No job,3.0,24,1.0,M-11498180000.0Working
3040,M,Y,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,12052,4624,0,0,0,Managers,3.0,14,0.0,M-12052360000.0Working
3041,F,N,N,1,202500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,19272,6216,0,1,0,Cooking staff,2.0,19,2.0,F-19272202500.0State servant
3042,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,19399,5782,0,1,0,No job,2.0,38,2.0,F-19399112500.0Commercial associate
3043,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,12278,869,0,0,0,No job,2.0,41,2.0,F-12278135000.0Working
3044,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14762,2464,0,1,0,Managers,2.0,59,2.0,F-14762112500.0Working
3045,F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,14926,424,0,0,0,Sales staff,2.0,7,1.0,F-14926112500.0Working
3046,M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,18993,1747,0,0,1,Security staff,2.0,39,2.0,M-18993247500.0Commercial associate
3047,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,16951,3017,1,1,0,No job,2.0,21,2.0,F-16951157500.0Working
3048,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,21286,0,0,0,0,No job,2.0,25,2.0,F-2128690000.0Pensioner
3049,F,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10108,431,0,0,0,Managers,3.0,48,2.0,F-10108135000.0Commercial associate
3050,F,N,Y,1,243000.0,Working,Higher education,Married,House / apartment,14295,5966,0,0,1,Core staff,3.0,22,1.0,F-14295243000.0Working
3051,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,20165,6565,0,0,0,Core staff,2.0,17,2.0,F-20165180000.0Commercial associate
3052,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,19082,5243,0,1,0,Core staff,1.0,34,2.0,F-1908274250.0Working
3053,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11938,2162,0,0,0,Accountants,3.0,28,0.0,F-11938157500.0Commercial associate
3054,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,13642,4846,0,1,0,High skill tech staff,2.0,30,2.0,F-13642157500.0Commercial associate
3055,M,Y,N,0,360000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,9434,1261,1,0,0,No job,1.0,8,1.0,M-9434360000.0Commercial associate
3056,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,19709,0,0,0,0,No job,2.0,13,0.0,F-19709112500.0Pensioner
3057,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,16876,97,1,0,0,No job,2.0,10,2.0,F-1687676500.0Working
3058,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,15210,4707,0,0,1,Security staff,4.0,6,2.0,M-15210225000.0Working
3059,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,8520,133,0,0,0,No job,3.0,21,1.0,F-852067500.0Commercial associate
3060,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,12406,265,0,0,1,Drivers,4.0,31,2.0,F-12406135000.0Working
3061,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,9640,612,0,0,1,Sales staff,1.0,10,2.0,F-9640166500.0Working
3062,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,11097,1595,1,0,0,Managers,3.0,24,2.0,M-11097135000.0Working
3063,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,19444,2832,0,0,0,No job,2.0,56,0.0,F-19444202500.0Working
3064,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,11496,1737,1,0,0,Laborers,2.0,11,2.0,M-1149690000.0Working
3065,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,19580,1230,0,0,0,Laborers,4.0,25,2.0,M-19580180000.0Working
3066,F,N,Y,0,207000.0,Working,Secondary / secondary special,Married,House / apartment,20488,407,0,1,0,No job,2.0,6,2.0,F-20488207000.0Working
3067,M,N,N,1,207000.0,State servant,Higher education,Married,Office apartment,14891,2623,0,0,0,Core staff,3.0,36,2.0,M-14891207000.0State servant
3068,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22734,0,0,0,0,No job,2.0,52,2.0,F-22734103500.0Pensioner
3069,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,14646,1953,0,0,0,Managers,2.0,49,2.0,M-14646202500.0Working
3070,F,N,N,0,405000.0,Commercial associate,Higher education,Married,House / apartment,13692,200,0,1,0,Managers,2.0,39,0.0,F-13692405000.0Commercial associate
3071,F,Y,Y,1,157500.0,Working,Higher education,Single / not married,House / apartment,14649,1534,0,0,0,No job,2.0,49,2.0,F-14649157500.0Working
3072,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20013,0,0,0,0,No job,2.0,25,2.0,F-20013135000.0Pensioner
3073,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,12002,2262,1,0,0,Sales staff,2.0,43,2.0,M-12002112500.0Working
3074,F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16694,412,1,1,0,Sales staff,5.0,47,2.0,F-1669467500.0Commercial associate
3075,F,N,Y,2,175500.0,Commercial associate,Higher education,Married,House / apartment,16973,1135,0,1,1,Sales staff,4.0,22,2.0,F-16973175500.0Commercial associate
3076,M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,11121,2565,0,0,0,High skill tech staff,4.0,46,2.0,M-11121216000.0State servant
3077,F,N,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,13266,3271,1,1,0,Laborers,4.0,19,2.0,F-13266157500.0Working
3078,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22939,0,0,0,0,No job,1.0,45,2.0,M-22939225000.0Pensioner
3079,M,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12241,2893,0,0,0,Laborers,3.0,32,2.0,M-12241225000.0Commercial associate
3080,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,11591,2501,0,0,0,No job,2.0,44,2.0,F-11591225000.0Commercial associate
3081,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,11970,1748,0,0,0,Laborers,3.0,44,2.0,M-11970234000.0Working
3082,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20967,0,0,1,0,No job,1.0,44,2.0,F-20967270000.0Pensioner
3083,M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21484,1709,0,0,0,Laborers,2.0,11,2.0,M-21484211500.0Commercial associate
3084,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21913,0,0,0,0,No job,2.0,12,2.0,M-2191390000.0Pensioner
3085,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,11451,2206,0,1,0,Accountants,2.0,40,2.0,F-11451270000.0State servant
3086,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,15111,2019,1,1,0,Sales staff,2.0,40,0.0,F-15111171000.0Working
3087,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20942,0,0,0,0,No job,2.0,13,0.0,F-20942112500.0Pensioner
3088,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,19907,6063,0,0,0,Laborers,4.0,54,2.0,M-19907135000.0Working
3089,M,Y,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,20816,484,0,0,0,Laborers,2.0,51,2.0,M-2081676500.0Working
3090,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,21775,0,0,0,0,No job,2.0,39,2.0,F-21775208350.0Pensioner
3091,F,N,N,0,56250.0,Pensioner,Secondary / secondary special,Married,Office apartment,21882,0,0,0,0,No job,2.0,17,2.0,F-2188256250.0Pensioner
3092,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,20763,657,1,1,0,No job,1.0,6,2.0,F-20763202500.0Working
3093,F,N,N,4,67500.0,Working,Secondary / secondary special,Married,House / apartment,13297,5877,0,1,0,No job,6.0,21,2.0,F-1329767500.0Working
3094,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,13767,1882,0,0,0,Sales staff,3.0,45,1.0,F-13767180000.0Working
3095,F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,15377,341,0,0,0,Laborers,4.0,18,1.0,F-15377225000.0Working
3096,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,13194,809,0,0,0,Drivers,2.0,10,2.0,M-13194180000.0Working
3097,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13909,6740,1,0,0,High skill tech staff,2.0,18,0.0,F-13909270000.0Working
3098,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20476,525,0,0,0,Drivers,2.0,8,2.0,M-20476135000.0Working
3099,F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18931,6678,1,0,0,Laborers,2.0,49,2.0,F-1893195850.0Commercial associate
3100,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,13512,4861,0,0,0,Laborers,2.0,17,0.0,F-13512135000.0Working
3101,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,18561,3565,1,1,0,No job,1.0,37,2.0,F-1856190000.0Working
3102,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,17402,3153,0,1,0,Core staff,2.0,39,2.0,F-17402225000.0Working
3103,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,16118,1959,0,1,0,No job,3.0,10,2.0,F-1611890000.0Working
3104,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,21602,0,0,0,0,No job,2.0,47,2.0,F-21602220500.0Pensioner
3105,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,10650,3163,0,0,0,Accountants,3.0,35,2.0,F-10650135000.0Working
3106,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18474,3021,0,0,1,Cleaning staff,2.0,39,2.0,F-1847490000.0Working
3107,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,19305,1905,0,0,0,Core staff,1.0,58,2.0,F-19305360000.0State servant
3108,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15100,3500,0,0,0,Cooking staff,3.0,40,2.0,F-15100157500.0Working
3109,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,14970,7183,0,0,1,Drivers,4.0,18,2.0,M-14970450000.0Working
3110,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,13474,2894,1,1,0,Accountants,2.0,25,1.0,F-13474135000.0Working
3111,F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,13671,1974,0,0,0,Core staff,6.0,7,1.0,F-13671112500.0Working
3112,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,11067,492,0,0,0,Sales staff,2.0,22,0.0,F-11067225000.0Working
3113,F,Y,N,0,427500.0,Commercial associate,Higher education,Single / not married,With parents,9278,682,0,0,0,No job,1.0,2,1.0,F-9278427500.0Commercial associate
3114,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,19495,1678,0,1,0,Accountants,2.0,16,2.0,F-19495315000.0Commercial associate
3115,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21432,0,0,0,0,No job,2.0,15,2.0,F-2143290000.0Pensioner
3116,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8652,552,1,0,0,Security staff,1.0,6,1.0,M-8652112500.0Commercial associate
3117,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,20065,306,0,1,0,Laborers,2.0,59,1.0,F-2006599000.0Working
3118,M,Y,N,0,112500.0,Pensioner,Higher education,Married,House / apartment,16804,0,0,0,0,No job,2.0,34,0.0,M-16804112500.0Pensioner
3119,F,Y,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18458,2104,0,0,0,Core staff,1.0,5,2.0,F-18458126000.0Working
3120,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,18934,1539,0,0,1,Accountants,1.0,24,2.0,F-18934225000.0Working
3121,F,Y,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20612,0,0,0,0,No job,2.0,8,2.0,F-2061276500.0Pensioner
3122,M,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,14229,1112,0,0,0,Security staff,2.0,31,2.0,M-14229112500.0Commercial associate
3123,F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,19691,1081,0,0,0,Sales staff,1.0,39,2.0,F-1969181000.0Working
3124,M,Y,N,0,360000.0,Working,Higher education,Civil marriage,House / apartment,11841,3092,1,0,0,Managers,2.0,12,1.0,M-11841360000.0Working
3125,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,12927,2078,1,1,1,Managers,4.0,39,2.0,F-12927270000.0Working
3126,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11616,3029,0,0,0,Laborers,2.0,13,2.0,F-1161690000.0Commercial associate
3127,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,15759,374,1,0,0,Sales staff,2.0,25,0.0,F-15759112500.0Working
3128,M,Y,Y,0,78750.0,Working,Secondary / secondary special,Single / not married,House / apartment,8251,181,1,0,0,Sales staff,1.0,4,1.0,M-825178750.0Working
3129,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,14247,135,0,0,0,No job,3.0,27,2.0,M-14247231750.0Working
3130,M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,13128,1048,0,0,0,Laborers,2.0,10,2.0,M-13128162000.0Working
3131,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,21271,14473,0,0,1,High skill tech staff,3.0,46,2.0,F-21271112500.0Working
3132,M,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19983,0,0,0,0,No job,2.0,1,1.0,M-1998390000.0Pensioner
3133,M,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21031,0,0,0,0,No job,2.0,14,2.0,M-21031166500.0Pensioner
3134,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23594,0,0,0,0,No job,1.0,4,1.0,F-23594180000.0Pensioner
3135,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,18843,3474,1,1,0,High skill tech staff,1.0,29,2.0,F-18843157500.0Working
3136,F,Y,Y,0,139500.0,Commercial associate,Incomplete higher,Married,House / apartment,15463,2165,0,0,0,High skill tech staff,2.0,23,0.0,F-15463139500.0Commercial associate
3137,M,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12241,2893,0,0,0,Laborers,3.0,35,2.0,M-12241225000.0Commercial associate
3138,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,10012,826,1,1,0,High skill tech staff,1.0,60,2.0,M-10012247500.0State servant
3139,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,10323,2622,1,1,1,Managers,2.0,28,2.0,M-10323405000.0Working
3140,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,11085,2783,1,0,0,Sales staff,2.0,20,2.0,M-11085247500.0Working
3141,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15839,1381,0,1,0,High skill tech staff,1.0,41,1.0,F-15839112500.0Working
3142,F,N,Y,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,18459,4145,0,1,0,Medicine staff,4.0,29,2.0,F-18459405000.0State servant
3143,M,Y,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,19147,1868,0,1,0,Laborers,2.0,23,2.0,M-19147216000.0Commercial associate
3144,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,12942,3253,0,0,0,No job,2.0,9,0.0,F-12942157500.0State servant
3145,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19210,2454,0,1,0,No job,1.0,3,1.0,F-1921081000.0Working
3146,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,11809,536,0,0,1,Accountants,3.0,25,2.0,M-11809112500.0Working
3147,M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,17370,492,0,0,0,High skill tech staff,3.0,38,2.0,M-17370315000.0Commercial associate
3148,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,18283,1113,0,0,0,No job,2.0,11,2.0,F-18283247500.0Working
3149,M,N,Y,0,30150.0,Pensioner,Lower secondary,Married,House / apartment,23770,0,0,0,0,No job,2.0,39,2.0,M-2377030150.0Pensioner
3150,F,N,Y,0,139500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,22185,0,0,0,0,No job,1.0,9,2.0,F-22185139500.0Pensioner
3151,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,14274,3079,0,0,0,No job,4.0,35,2.0,M-1427485500.0Working
3152,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,14495,3505,0,1,0,Laborers,2.0,1,1.0,M-14495135000.0Working
3153,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,12051,4691,0,0,0,Laborers,2.0,50,2.0,M-12051225000.0Working
3154,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,19777,6835,1,1,0,Core staff,1.0,17,2.0,F-19777225000.0Commercial associate
3155,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,11978,5206,1,0,0,Core staff,1.0,48,2.0,F-11978126000.0State servant
3156,F,N,N,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,15447,2470,1,0,0,Sales staff,5.0,51,2.0,F-15447112500.0Working
3157,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,10726,1921,1,1,0,No job,2.0,8,2.0,F-10726405000.0Working
3158,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11159,856,0,0,0,Sales staff,3.0,48,2.0,F-11159135000.0Commercial associate
3159,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12483,4039,0,0,0,Managers,2.0,46,2.0,M-12483360000.0Commercial associate
3160,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19654,1751,0,1,0,No job,2.0,31,1.0,F-19654157500.0Commercial associate
3161,F,N,Y,0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,21775,0,0,0,0,No job,1.0,21,0.0,F-21775112500.0Pensioner
3162,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,12488,747,0,0,1,Laborers,2.0,10,2.0,M-12488180000.0Working
3163,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,15997,7341,1,1,0,Laborers,2.0,49,1.0,M-15997108000.0Working
3164,M,Y,N,3,225000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,13683,7094,0,0,0,Laborers,5.0,30,2.0,M-13683225000.0Commercial associate
3165,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12626,5295,0,0,0,Laborers,1.0,18,2.0,M-12626135000.0Working
3166,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20142,108,0,0,0,High skill tech staff,1.0,14,2.0,M-20142180000.0Working
3167,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,0,0,0,Laborers,4.0,33,2.0,M-13360270000.0Working
3168,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23068,0,0,1,0,No job,1.0,3,1.0,F-2306867500.0Pensioner
3169,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,13207,1401,0,0,0,Low-skill Laborers,3.0,4,0.0,M-13207270000.0Working
3170,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,15675,283,0,0,1,Medicine staff,2.0,41,2.0,F-1567567500.0Working
3171,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,22982,0,0,0,0,No job,2.0,39,2.0,M-22982270000.0Pensioner
3172,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,19441,4064,0,0,0,Managers,2.0,41,1.0,F-19441315000.0Working
3173,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,12319,1689,0,0,0,No job,1.0,37,2.0,M-12319180000.0Commercial associate
3174,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18292,638,1,1,0,Laborers,2.0,42,2.0,F-18292103500.0Commercial associate
3175,M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,12977,3970,0,0,0,Laborers,4.0,20,2.0,M-12977337500.0State servant
3176,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,13046,671,0,0,0,No job,2.0,50,2.0,F-13046225000.0Commercial associate
3177,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,18715,2867,1,0,0,Secretaries,2.0,48,2.0,F-18715112500.0Working
3178,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17568,650,0,0,1,Drivers,2.0,32,2.0,M-17568135000.0Working
3179,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20989,0,0,1,0,No job,2.0,19,1.0,F-20989135000.0Pensioner
3180,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,13629,748,1,0,0,No job,4.0,37,2.0,F-13629144000.0Working
3181,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,19852,200,0,1,0,Sales staff,2.0,34,2.0,F-19852247500.0Working
3182,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,21587,5009,0,0,0,Laborers,2.0,30,0.0,F-21587121500.0Commercial associate
3183,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,16978,821,0,0,0,No job,2.0,15,2.0,F-16978112500.0Commercial associate
3184,F,N,Y,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,15675,305,0,0,0,Sales staff,2.0,2,1.0,F-15675135000.0Working
3185,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,15050,1628,0,0,0,Managers,3.0,59,2.0,F-15050261000.0State servant
3186,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,9294,1084,1,1,0,Sales staff,2.0,22,2.0,M-9294135000.0Commercial associate
3187,F,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19939,6298,1,0,0,Managers,2.0,16,0.0,F-19939292500.0Commercial associate
3188,F,Y,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,19785,484,1,1,0,Laborers,2.0,8,1.0,F-19785103500.0Working
3189,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,10021,530,0,0,0,Sales staff,1.0,34,2.0,F-10021117000.0Commercial associate
3190,M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,8919,947,0,0,0,Laborers,1.0,26,2.0,M-891990000.0Working
3191,F,N,N,2,193500.0,Working,Higher education,Married,With parents,15011,7614,1,1,0,No job,4.0,8,1.0,F-15011193500.0Working
3192,F,Y,Y,2,306000.0,Working,Secondary / secondary special,Married,House / apartment,13061,1555,0,0,0,No job,4.0,38,2.0,F-13061306000.0Working
3193,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,19261,5130,0,0,0,Sales staff,2.0,38,2.0,F-19261112500.0Working
3194,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,12784,1537,0,0,0,Drivers,1.0,4,1.0,M-12784180000.0Working
3195,F,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,16299,1450,1,1,0,Sales staff,2.0,31,2.0,F-1629981000.0Working
3196,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17143,5507,0,1,0,No job,2.0,30,1.0,F-17143135000.0Working
3197,M,Y,N,0,540000.0,Commercial associate,Higher education,Married,With parents,13806,5310,1,1,0,IT staff,2.0,47,2.0,M-13806540000.0Commercial associate
